tweet_id, favorite_count, retweet_count
667177989038297088,166,48
667176164155375616,525,388
667174963120574464,218,70
667171260800061440,186,72
667165590075940865,2380,972
667160273090932737,219,50
667152164079423490,42293,14615
667138269671505920,4016,1874
667119796878725120,286,106
667090893657276420,287,106
667073648344346624,351,104
667070482143944705,72,13
667065535570550784,143,40
667062181243039745,192,45
667044094246576128,163,43
667012601033924608,394,187
666996132027977728,214,79
666983947667116034,2250,847
666837028449972224,703,473
666835007768551424,185,66
666826780179869698,221,79
666817836334096384,444,212
666804364988780544,206,79
666786068205871104,657,410
666781792255496192,326,168
666776908487630848,305,150
666739327293083650,209,60
666701168228331520,371,182
666691418707132416,161,42
666649482315059201,993,524
666644823164719104,208,69
666454714377183233,448,179
666447344410484738,90,19
666437273139982337,106,40
666435652385423360,137,42
666430724426358785,278,160
666428276349472768,139,67
666421158376562688,272,91
666418789513326592,107,39
666411507551481857,372,262
666407126856765440,93,30
666396247373291520,147,69
666373753744588802,163,73
666362758909284353,649,469
666353288456101888,179,58
666345417576210432,245,124
666337882303524864,168,79
666293911632134144,426,290
666287406224695296,123,57
666273097616637952,152,68
666268910803644416,100,38
666104133288665088,12897,5486
666102155909144576,66,11
666099513787052032,134,53
666094000022159362,143,63
666082916733198337,93,37
666073100786774016,274,132
666071193221509120,127,51
666063827256086533,399,180
666058600524156928,99,47
666057090499244032,248,112
666055525042405380,367,196
666051853826850816,1026,704
666050758794694657,115,50
666049248165822465,89,37
666044226329800704,247,115
666033412701032449,100,36
666029285002620928,112,39
666020888022790149,2293,422
