tweet_id, favorite_count, retweet_count
810984652412424192,5058,1330
810896069567610880,8550,1644
810657578271330305,10432,2468
810284430598270976,33332,10496
810254108431155201,13977,3168
809920764300447744,14785,3683
809808892968534016,0,4580
809448704142938112,6612,1370
809220051211603969,18895,5248
809084759137812480,12563,3306
808838249661788160,9644,2867
808733504066486276,7507,2034
808501579447930884,10763,2454
808344865868283904,40207,19454
808134635716833280,0,5520
808106460588765185,8390,2069
808001312164028416,11855,3312
807621403335917568,13856,3389
807106840509214720,111682,51668
807059379405148160,0,6892
807010152071229440,12481,3634
806629075125202948,70629,32391
806620845233815552,0,5148
806576416489959424,4664,1824
806542213899489280,9737,2218
806242860592926720,0,10887
806219024703037440,6135,1134
805958939288408065,0,5016
805932879469572096,7887,1802
805826884734976000,6243,1716
805823200554876929,0,7482
805520635690676224,5487,1551
805487436403003392,8353,2382
805207613751304193,7485,1628
804738756058218496,12998,3601
804475857670639616,5846,1892
804413760345620481,0,3012
804026241225523202,42079,15054
803773340896923648,9568,2589
803692223237865472,0,6931
803638050916102144,10380,3885
803380650405482500,7396,1769
803321560782307329,0,4960
803276597545603072,9556,2298
802952499103731712,8579,1874
802624713319034886,0,2726
802600418706604034,6767,1383
802572683846291456,8521,2356
802323869084381190,15345,5482
802265048156610565,6623,1295
802239329049477120,8649,2459
802185808107208704,0,251
801958328846974976,7368,1597
801854953262350336,1726,219
801538201127157760,7817,1952
801285448605831168,5743,771
801167903437357056,23168,5520
801127390143516673,0,3698
801115127852503040,7680,1985
800859414831898624,647,91
800855607700029440,0,1517
800751577355128832,10093,2635
800513324630806528,12504,2833
800459316964663297,9048,2060
800443802682937345,0,4025
800388270626521089,10626,2637
800188575492947969,0,3695
800141422401830912,14518,2394
800018252395122689,26913,12326
799774291445383169,0,4373
799757965289017345,7967,2003
799422933579902976,7692,1800
799308762079035393,0,5090
799297110730567681,9388,2567
799063482566066176,7697,2340
798933969379225600,12429,4161
798925684722855936,7160,1362
798705661114773508,0,6220
798701998996647937,0,7248
798697898615730177,0,6102
798694562394996736,0,4643
798686750113755136,0,2180
798682547630837760,0,4435
798673117451325440,0,5225
798665375516884993,0,3677
798644042770751489,0,1746
798628517273620480,0,1867
798585098161549313,0,5276
798576900688019456,0,5486
798340744599797760,0,3141
798209839306514432,9932,2425
797971864723324932,10959,2893
797545162159308800,13886,4620
797236660651966464,18943,6163
797165961484890113,212,24
796904159865868288,0,8359
796865951799083009,7314,1829
796759840936919040,11216,2837
796563435802726400,0,6746
796484825502875648,7189,1652
796387464403357696,10470,3892
796177847564038144,0,13380
796149749086875649,30539,13380
796125600683540480,4739,1686
796116448414461957,8647,2254
796080075804475393,8025,2168
796031486298386433,10277,3501
795464331001561088,46811,21982
795400264262053889,9520,2686
795076730285391872,15351,5103
794983741416415232,0,3160
794926597468000259,9685,2160
794355576146903043,0,9669
794332329137291264,9135,2538
794205286408003585,8778,3113
793962221541933056,15914,4580
793845145112371200,8779,1747
793614319594401792,0,2927
793601777308463104,7584,1518
793500921481273345,10130,2236
793286476301799424,23359,8600
793271401113350145,8261,2248
793256262322548741,18943,7810
793241302385262592,9995,3078
793226087023144960,9289,2718
793210959003287553,8485,2610
793195938047070209,14464,5279
793180763617361921,6570,1867
793165685325201412,8915,2627
793150605191548928,5856,1597
793135492858580992,6087,2362
793120401413079041,12032,3689
792913359805018113,13608,3718
792883833364439040,10715,4004
792773781206999040,7001,1572
792394556390137856,12731,4017
792050063153438720,6778,1673
791821351946420224,0,19722
791784077045166082,0,8908
791780927877898241,0,3558
791774931465953280,42782,20777
791672322847637504,11154,2927
791406955684368384,12491,3859
791312159183634433,8326,2367
791026214425268224,0,3819
790987426131050500,9310,1993
790946055508652032,15866,4390
790723298204217344,0,2145
790698755171364864,7805,1808
790581949425475584,19572,6651
790337589677002753,7422,1769
790277117346975746,11905,2958
790227638568808452,0,3312
789986466051088384,8812,2145
789960241177853952,0,3837
789903600034189313,9792,3887
789628658055020548,7084,1651
789599242079838210,6382,1796
789530877013393408,11097,3160
789314372632018944,8203,2139
789280767834746880,0,4592
789268448748703744,8668,2449
789137962068021249,9228,2608
788908386943430656,26080,11716
788765914992902144,25917,9669
788552643979468800,0,6667
788412144018661376,14726,4929
788178268662984705,6901,1980
788150585577050112,5804,1200
788070120937619456,0,3215
788039637453406209,5802,1230
787810552592695296,8156,2841
787717603741622272,9716,2586
787397959788929025,10339,2670
787322443945877504,7399,1628
787111942498508800,0,6299
786963064373534720,25289,7432
786729988674449408,0,2275
786709082849828864,17377,5733
786664955043049472,10056,2365
786595970293370880,8982,2917
786363235746385920,10285,3220
786286427768250368,7566,2647
786233965241827333,14414,4379
786051337297522688,1353,148
786036967502913536,0,6503
785927819176054784,10815,2991
785872687017132033,6345,1673
785639753186217984,7459,2106
785533386513321988,8594,1841
785515384317313025,5798,1166
785264754247995392,6910,1519
785170936622350336,11385,4500
784826020293709826,9577,3012
784517518371221505,8502,2366
784431430411685888,5449,1184
784183165795655680,18965,7482
784057939640352768,28126,10362
783839966405230592,28408,10050
783821107061198850,6990,1829
783695101801398276,9874,2990
783466772167098368,7985,2076
783391753726550016,16005,5093
783347506784731136,0,5147
783334639985389568,27497,10887
783085703974514689,7739,2020
782969140009107456,22820,6892
782747134529531904,7070,1319
782722598790725632,16303,5016
782598640137187329,7381,1766
782305867769217024,15716,5129
782021823840026624,0,5740
781955203444699136,10571,3138
781661882474196992,9882,2528
781655249211752448,3786,1053
781524693396357120,19597,5148
781308096455073793,6753,2385
781251288990355457,7926,1930
781163403222056960,9274,2583
780931614150983680,20499,6746
780858289093574656,6802,1865
780800785462489090,5196,1201
780601303617732608,11429,3127
780543529827336192,5953,1627
780496263422808064,0,3424
780476555013349377,0,103
780459368902959104,5000,1003
780192070812196864,8221,2089
780092040432480260,0,2137
780074436359819264,11439,4570
779834332596887552,17771,6503
779377524342161408,8246,2887
779124354206535695,0,17028
779056095788752897,13897,4212
778990705243029504,18754,6657
778774459159379968,0,9155
778764940568104960,820,338
778748913645780993,6463,1206
778650543019483137,5426,1391
778624900596654080,4342,943
778408200802557953,12870,4007
778396591732486144,0,11344
778383385161035776,5507,1019
778286810187399168,9746,3063
778039087836069888,7995,2466
778027034220126208,6199,1493
777953400541634568,0,3268
777885040357281792,5999,1515
777684233540206592,10624,2726
777641927919427584,0,3921
777621514455814149,8223,2341
777189768882946048,13318,3985
776819012571455488,0,12607
776813020089548800,4605,1114
776477788987613185,8251,2559
776249906839351296,0,8462
776218204058357768,28106,14734
776201521193218049,9025,2335
776113305656188928,11120,4025
776088319444877312,1714,141
775898661951791106,0,15537
775842724423557120,11038,2466
775733305207554048,13082,3698
775729183532220416,12271,4280
775364825476165632,6951,2713
775350846108426240,9583,3629
775085132600442880,14630,4373
774757898236878852,8138,1656
774639387460112384,6368,1614
774314403806253056,20544,5090
773985732834758656,10165,3587
773922284943896577,6058,1629
773704687002451968,6238,1498
773670353721753600,5056,1223
773547596996571136,20831,5697
773336787167145985,0,4672
773308824254029826,21990,6951
773247561583001600,8887,3004
773191612633579521,9399,3804
772877495989305348,8049,3579
772826264096874500,7568,2210
772615324260794368,0,3118
772581559778025472,6113,1587
772193107915964416,5681,1291
772152991789019136,3590,1054
772117678702071809,3554,687
772114945936949249,2583,439
772102971039580160,3774,866
771908950375665664,6190,1756
771770456517009408,11290,3141
771500966810099713,7777,2421
771380798096281600,9917,4672
771171053431250945,0,6894
771136648247640064,8613,2709
771102124360998913,5862,1333
771014301343748096,6487,1539
770787852854652928,4623,1104
770772759874076672,4890,1326
770655142660169732,6928,1668
770414278348247044,5943,1927
770293558247038976,5854,1356
770093767776997377,0,2817
770069151037685760,7142,2125
769940425801170949,29301,8836
769695466921623552,6048,1563
769335591808995329,0,7128
769212283578875904,5085,1600
768970937022709760,13412,6002
768909767477751808,0,2443
768855141948723200,3937,826
768609597686943744,3860,1099
768596291618299904,4736,1188
768554158521745409,0,5385
768473857036525572,12777,3160
768193404517830656,10198,3268
767884188863397888,4469,1266
767754930266464257,14991,4960
767500508068192258,7057,2151
767191397493538821,11543,3479
767122157629476866,9557,2647
766793450729734144,4751,1259
766714921925144576,2465,348
766693177336135680,3798,730
766423258543644672,5642,1459
766313316352462849,6345,1734
766078092750233600,0,2424
766069199026450432,3949,775
766008592277377025,3539,461
765719909049503744,6806,1995
765669560888528897,4858,1132
765395769549590528,25130,3117
765371061932261376,6683,2005
765222098633691136,10932,3118
764857477905154048,6085,1648
764259802650378240,5644,1393
763956972077010945,734,50
763837565564780549,11771,3819
763183847194451968,5064,1359
763167063695355904,0,2752
763103485927849985,6938,2123
762699858130116608,11372,3312
762471784394268675,10522,5919
762464539388485633,9652,3837
762316489655476224,4504,1028
762035686371364864,29825,14310
761976711479193600,5050,1828
761750502866649088,0,3590
761745352076779520,4020,794
761672994376806400,46315,26760
761599872357261312,3885,1102
761371037149827077,0,16664
761334018830917632,4833,1339
761292947749015552,4196,1001
761227390836215808,5005,1447
761004547850530816,10657,3215
760893934457552897,3577,890
760656994973933572,6183,1752
760641137271070720,4681,1190
760539183865880579,7082,3346
760521673607086080,3926,1288
760290219849637889,25093,10578
760252756032651264,3710,798
760190180481531904,5354,1653
760153949710192640,0,28
759943073749200896,5532,1934
759846353224826880,6299,1798
759793422261743616,5584,1762
759557299618865152,4404,1103
759447681597108224,7949,2275
759446261539934208,1565,454
759197388317847553,5700,1804
759159934323924993,0,1067
759099523532779520,13636,3826
759047813560868866,6076,1850
758854675097526272,3328,842
758828659922702336,10489,3557
758740312047005698,5381,1499
758474966123810816,3562,914
758467244762497024,4478,2029
758405701903519748,4877,1764
758355060040593408,3160,966
758099635764359168,17740,9155
758041019896193024,2533,339
757741869644341248,6419,3026
757729163776290825,0,7215
757725642876129280,4254,1113
757611664640446465,4292,1009
757597904299253760,0,278
757596066325864448,4074,959
757400162377592832,14153,6324
757393109802180609,5453,1578
757354760399941633,4210,1302
756998049151549440,5873,1835
756939218950160384,6224,1841
756651752796094464,4706,1192
756526248105566208,9720,3303
756303284449767430,3703,1005
756288534030475264,41231,16326
756275833623502848,5987,1406
755955933503782912,6831,2633
755206590534418437,15319,4908
755110668769038337,19762,10196
754874841593970688,0,7249
754856583969079297,6451,2311
754747087846248448,2421,477
754482103782404096,4941,1793
754449512966619136,3510,672
754120377874386944,7402,2163
753655901052166144,5463,1996
753420520834629632,7353,3236
753398408988139520,5358,1731
753375668877008896,7151,2137
753298634498793472,0,5214
753294487569522689,3128,960
753039830821511168,34620,19198
753026973505581056,3659,877
752932432744185856,11766,6299
752917284578922496,6509,1444
752701944171524096,0,2619
752682090207055872,5611,1460
752660715232722944,4082,1424
752568224206688256,5119,2087
752519690950500352,6868,3157
752334515931054080,3594,1009
752309394570878976,0,14905
752173152931807232,5552,1671
751950017322246144,2853,832
751937170840121344,4836,1201
751830394383790080,5447,1788
751793661361422336,5398,2618
751598357617971201,7420,2832
751583847268179968,4112,1004
751538714308972544,4725,1148
751456908746354688,3012,925
751251247299190784,11745,5397
751205363882532864,5906,1666
751132876104687617,4728,1187
750868782890057730,4466,1251
750719632563142656,12271,4592
750506206503038976,4143,1055
750429297815552001,12307,3921
750383411068534784,4267,1042
750381685133418496,670,27
750147208377409536,2912,875
750132105863102464,3374,1183
750117059602808832,4055,1212
750101899009982464,2848,777
750086836815486976,2023,491
750071704093859840,7260,3037
750056684286914561,2954,820
750041628174217216,2969,567
750026558547456000,2533,720
750011400160841729,3014,821
749996283729883136,2836,756
749981277374128128,4786,2278
749774190421639168,4356,1211
749417653287129088,5696,1517
749403093750648834,2439,492
749395845976588288,7965,3158
749317047558017024,5100,2050
749075273010798592,5374,1888
749064354620928000,4504,1408
749036806121881602,2883,731
748977405889503236,10036,3133
748932637671223296,5411,2062
748705597323898880,2585,879
748699167502000129,4416,1460
748692773788876800,3958,1229
748575535303884801,5643,1813
748568946752774144,2049,610
748346686624440324,4859,1122
748337862848962560,7071,3739
748324050481647620,3462,693
748307329658011649,3450,655
748220828303695873,13152,7118
747963614829678593,5390,1958
747933425676525569,6179,2359
747885874273214464,2725,882
747844099428986880,2630,677
747816857231626240,4506,1061
747651430853525504,1275,143
747648653817413632,11984,5335
747600769478692864,2171,523
747594051852075008,3426,950
747512671126323200,5138,1478
747461612269887489,3598,949
747439450712596480,5042,1752
747242308580548608,0,2636
747219827526344708,4899,1442
747204161125646336,3128,833
747103485104099331,8898,3629
746906459439529985,2724,271
746872823977771008,5583,1950
746818907684614144,4956,1596
746790600704425984,4528,1466
746757706116112384,8859,3558
746726898085036033,5641,1642
746542875601690625,4699,1747
746521445350707200,0,901
746507379341139972,4348,991
746369468511756288,5769,1490
746131877086527488,6401,2003
746056683365994496,3325,741
745789745784041472,3677,965
745712589599014916,6516,2131
745433870967832576,6552,2312
745422732645535745,7951,2206
745314880350101504,6614,2484
745074613265149952,7285,3188
745057283344719872,6759,2056
744995568523612160,2751,569
744971049620602880,7312,2449
744709971296780288,5233,1440
744334592493166593,6345,1937
744234799360020481,144857,70714
744223424764059648,1534,327
743980027717509120,3905,1005
743895849529389061,3409,881
743835915802583040,0,1874
743609206067040256,4163,1270
743595368194129920,16987,5966
743545585370791937,3285,862
743510151680958465,7417,3418
743253157753532416,3936,1124
743222593470234624,5735,1744
743210557239623680,3561,1237
742534281772302336,6572,3284
742528092657332225,4111,1796
742465774154047488,6763,3608
742423170473463808,9108,3424
742385895052087300,6292,1780
742161199639494656,4009,1248
742150209887731712,4721,1402
741793263812808706,4217,1388
741743634094141440,7554,2501
741438259667034112,3421,747
741303864243200000,8139,2923
741099773336379392,9241,5029
741067306818797568,8870,2817
740995100998766593,5834,2476
740711788199743490,3151,865
740699697422163968,2652,710
740676976021798912,16854,6220
740373189193256964,32610,12141
740365076218183684,2251,389
740359016048689152,3052,798
740214038584557568,6193,1790
739979191639244800,18529,5385
739932936087216128,3762,987
739844404073074688,3532,791
739623569819336705,3502,1241
739606147276148736,4998,1495
739544079319588864,36507,19280
739485634323156992,6613,2643
739238157791694849,107234,52891
738891149612572673,90,6
738885046782832640,3505,1045
738883359779196928,3051,723
738537504001953792,4708,1399
738402415918125056,3019,743
738184450748633089,3981,1108
738166403467907072,8092,3041
738156290900254721,2289,586
737826014890496000,4840,1611
737800304142471168,9282,3176
737678689543020544,4638,1203
737445876994609152,9464,4065
737322739594330112,3327,736
737310737551491075,13550,6760
736736130620620800,3891,1543
736392552031657984,16365,6667
736365877722001409,3682,1116
736225175608430592,7501,2551
736010884653420544,7267,2709
735991953473572864,3304,1037
735648611367784448,3734,1015
735635087207878657,5673,2145
735274964362878976,12055,4553
735256018284875776,3073,803
735137028879360001,2885,885
734912297295085568,2551,472
734787690684657664,11581,5765
734776360183431168,2329,489
734559631394082816,1378,355
733828123016450049,3308,718
733822306246479872,3389,932
733482008106668032,2884,854
733460102733135873,3877,1140
733109485275860992,49398,15537
732732193018155009,2233,483
732726085725589504,3298,799
732585889486888962,3368,713
732375214819057664,7442,2286
732005617171337216,13714,4879
731285275100512256,3225,903
731156023742988288,3550,1144
730924654643314689,5654,1791
730573383004487680,4473,1918
730427201120833536,3210,941
